Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,status,sumber,Keywords_kategori,Text_clean
2279,1,"0,9514999986","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",susah registrasi pasu telpon nomor hubung jaring stabil browsing streaming kendala taoi registrasi kode verifikasi tolong,negatif,playstore,"Pengiriman lambat, susah tracking resi",susah registrasi pasu telpon nomor hubung jaring stabil browsing streaming kendala taoi registrasi kode verifikasi tolong
2280,0,"0,8195999861","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",daftar sulit layan,negatif,playstore,Pelayanan sangat buruk,daftar sulit layan
2281,1,"0,863499999","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",gaak registrasi telepon email keseel,negatif,playstore,"Pengiriman lambat, susah tracking resi",gaak registrasi telepon email keseel
2282,1,"0,7142000198","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",bikin emosi,negatif,playstore,"Pengiriman lambat, susah tracking resi",bikin emosi
2283,1,"0,5681999922","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",download registrasi masuk urus mending hapus,negatif,playstore,"Pengiriman lambat, susah tracking resi",download registrasi masuk urus mending hapus
2284,0,"0,9277999997","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",parah jasa situ terima milik tanggal kemarin hubung keluarga rumah apan,negatif,playstore,Pelayanan sangat buruk,parah jasa situ terima milik tanggal kemarin hubung keluarga rumah apan
2285,2,"0,9643999934","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",bagus layan tahan jakarta negeri larang profesional profesional rugi kecewa desa negeri layan butuh layan hadiah hadiah,negatif,playstore,Pelayanan lambat dan buruk,bagus layan tahan jakarta negeri larang profesional profesional rugi kecewa desa negeri layan butuh layan hadiah hadiah
2286,2,"0,7957999706","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",colleting niat,negatif,playstore,Pelayanan lambat dan buruk,colleting niat
2287,0,"0,8676999807","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",usaha edisi buruk indonesia tutup layak,negatif,playstore,Pelayanan sangat buruk,usaha edisi buruk tutup layak
2288,0,"0,9276000261","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",lambat tuban jawa timur kendal jawa ciri khas bumn buruk layan tinggal konsumen,negatif,playstore,Pelayanan sangat buruk,lambat tuban jawa timur kendal jawa ciri khas bumn buruk layan tinggal konsumen
2289,0,"0,622600019","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",bilang,negatif,playstore,Pelayanan sangat buruk,bilang
2290,0,"0,7547000051","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",tutup poss kalah rival rival wkwkw estimasi henti coba tiru sistem rival,negatif,playstore,Pelayanan sangat buruk,tutup poss kalah rival rival estimasi henti coba tiru sistem rival
2291,0,"0,6320000291","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",buruk,negatif,playstore,Pelayanan sangat buruk,buruk
2292,0,"0,8162999749","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",buruk download resi kalah layan belah,negatif,playstore,Pelayanan sangat buruk,buruk download resi kalah layan belah
2293,0,"0,9103000164","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",gila terima uang storkan minggu mingguperusahaan bumn ketat,negatif,playstore,Pelayanan sangat buruk,gila terima uang storkan minggu mingguperusahaan bumn ketat
2294,1,"0,7900999784","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",parah registrasi akun developnya kasih komen bangkai,negatif,playstore,"Pengiriman lambat, susah tracking resi",parah registrasi akun developnya kasih komen bangkai
2295,0,"0,6930000186","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",kecewa berat dibalikin buang buang minggu mondar mandir uang ongkirnya dibalikin mesti lengkap peryaratan balikin uang customer ribet rugi rugi uang customer kecewa janji jasa uang tahan atur kerja enak bikin atur duit orang,negatif,playstore,Pelayanan sangat buruk,kecewa berat dibalikin buang buang minggu mondar mandir uang ongkirnya dibalikin mesti lengkap peryaratan balikin uang customer ribet rugi rugi uang customer kecewa janji jasa uang tahan atur kerja enak bikin atur duit orang
2296,0,"0,6152999997","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",jogja bogor heran gunain lanjur ogahh,negatif,playstore,Pelayanan sangat buruk,jogja bogor heran gunain lanjur ogahh
2297,2,"0,9311000109","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",sumpah sesal jasa stuck dihubungin info rekomended sesal,negatif,playstore,Pelayanan lambat dan buruk,sumpah sesal jasa stuck dihubungin info rekomended sesal
2298,2,"0,8698999882","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",kaya edisi mohon tingkat,negatif,playstore,Pelayanan lambat dan buruk,edisi mohon tingkat
2299,1,"0,8582000136","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",eror bosga order knapa,negatif,playstore,"Pengiriman lambat, susah tracking resi",eror bosga order knapa
2300,1,"0,5343000293","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",jengkel banget sistem eror gituperbaiki biar eror tarif gagal gagal,negatif,playstore,"Pengiriman lambat, susah tracking resi",jengkel sistem eror gituperbaiki biar eror tarif gagal gagal
2301,1,"0,648999989","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",eror,negatif,playstore,"Pengiriman lambat, susah tracking resi",eror
2302,1,"0,7497000098","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",kota provinsi hilang hilang ganti,negatif,playstore,"Pengiriman lambat, susah tracking resi",kota provinsi hilang hilang ganti
2303,2,"0,9300000072","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",jasa buruk estimasi minggu mantap wajar tinggal jasa,negatif,playstore,Pelayanan lambat dan buruk,jasa buruk estimasi minggu mantap wajar tinggal jasa
2304,0,"0,6305000186","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",harga kilat khusus mahal kali beda camat kabupaten harga beda swasta reguler,negatif,playstore,Pelayanan sangat buruk,harga kilat khusus mahal beda camat kabupaten harga beda swasta reguler
2305,1,"0,9523000121","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",alhamdulillah andal fitur lacak riwayat langsung error lacak halaman utama ribet pasu nomor resi tolong tingkat terima kasih,negatif,playstore,"Pengiriman lambat, susah tracking resi",alhamdulillah andal fitur lacak riwayat langsung error lacak halaman utama ribet pasu nomor resi tolong tingkat terima kasih
2306,0,"0,9200000167","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",payah bikin kapok customer servis bilang buru dagang rusak,negatif,playstore,Pelayanan sangat buruk,payah bikin kapok customer servis bilang buru dagang rusak
2307,2,"0,6229000092","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",bantu lambat order reload kali beda layan swasta cepat terimakasih,negatif,playstore,Pelayanan lambat dan buruk,bantu lambat order reload beda layan swasta cepat terimakasih
2308,0,"0,8614000082","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",gimnasi terima orang sesuai banget,negatif,playstore,Pelayanan sangat buruk,gimnasi terima orang sesuai
2309,0,"0,7172999978","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",jasa indonesia jakarta banjarmasin pemberitahuan surabaya tunggu bingung resi mengcansel jakarta terima jual cantum nomer pribadi kecewa,negatif,playstore,Pelayanan sangat buruk,jasa jakarta banjarmasin pemberitahuan surabaya tunggu bingung resi mengcansel jakarta terima jual cantum nomer pribadi kecewa
2310,0,"0,7081000209","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",suka layan respon mail bilang lapang bilang bawa nama indonesia layan buruk banget,negatif,playstore,Pelayanan sangat buruk,suka layan respon mail bilang lapang bilang bawa nama layan buruk
2311,0,"0,8197000027","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",buruk buruk buruk,negatif,playstore,Pelayanan sangat buruk,buruk buruk buruk
2312,1,"0,7976999879","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",komplain kemarin alamat input data salah resi malam input alamat salah komplain bukti chat foto rumah chat konsumen rumah konsumen chat slow respon,negatif,playstore,"Pengiriman lambat, susah tracking resi",komplain kemarin alamat input data salah resi malam input alamat salah komplain bukti chat foto rumah chat konsumen rumah konsumen chat slow respon
2313,0,"0,5124999881","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",salah prusahaan bumn kilat regular kalah swasta,negatif,playstore,Pelayanan sangat buruk,salah prusahaan bumn kilat regular kalah swasta
2314,0,"0,7405999899","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",hilang asuransi jamin layan buruk percaya perintah ganti nama pelayananasih bintang ramah amanah percaya,negatif,playstore,Pelayanan sangat buruk,hilang asuransi jamin layan buruk percaya perintah ganti nama pelayananasih bintang ramah amanah percaya
2315,2,"0,9462000132","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",jelek layan lambat kotaji cmnya camat makan kendari blum konfirmasi gagal,negatif,playstore,Pelayanan lambat dan buruk,jelek layan lambat kotaji cmnya camat makan kendari blum konfirmasi gagal
2316,1,"0,7401000261","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",aceh berastagi bahan makan bumbu lacak salah salur pertanggungjawaban rusak jual biaya hidup anak istri hancur,negatif,playstore,"Pengiriman lambat, susah tracking resi",aceh berastagi bahan makan bumbu lacak salah salur pertanggungjawaban rusak jual biaya hidup anak istri hancur
2317,2,"0,8730999827","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",coba bagus naikin full,negatif,playstore,Pelayanan lambat dan buruk,coba bagus naikin full
2318,1,"0,5505999923","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",sesal downloadgak resi,negatif,playstore,"Pengiriman lambat, susah tracking resi",sesal downloadgak resi
2319,0,"0,6319000125","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",buruk,negatif,playstore,Pelayanan sangat buruk,buruk
2320,2,"0,6941999793","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",kecewa,negatif,playstore,Pelayanan lambat dan buruk,kecewa
2321,0,"0,924399972","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",lambat follow kabar tolong optimal layan kalah swasta cepat tangan,negatif,playstore,Pelayanan sangat buruk,lambat follow kabar tolong optimal layan kalah swasta cepat tangan
2322,0,"0,9196000099","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",kota notifikasi gagal telpon tolong tingkat layan bayar gratis,negatif,playstore,Pelayanan sangat buruk,kota notifikasi gagal telpon tolong tingkat layan bayar gratis
2323,1,"0,5422999859","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",kali status tracking alamat lengkap salah alamat terima customer alhasil dana masuk sakjane dana pinjam status tracking kadang tanggung jwab pagi terima customer siang sore dana masuk dpet amanah terima customer dana sgera account,negatif,playstore,"Pengiriman lambat, susah tracking resi",status tracking alamat lengkap salah alamat terima customer alhasil dana masuk sakjane dana pinjam status tracking kadang tanggung jwab pagi terima customer siang sore dana masuk dpet amanah terima customer dana sgera account
2324,1,"0,4275999963","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",layan edisi tinggal rival kali layan layananya buruk update lacak lambat tele dana masuk rincian biaya talu mahal biaya ongkir biaya admin biaya biaya kena seller langgan beli informasi dana pospay potong,negatif,playstore,"Pengiriman lambat, susah tracking resi",layan edisi tinggal rival layan layananya buruk update lacak lambat tele dana masuk rincian biaya talu mahal biaya ongkir biaya admin biaya biaya kena seller langgan beli informasi dana pospay potong
2325,0,"0,654399991","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",ggod,negatif,playstore,Pelayanan sangat buruk,ggod
2326,1,"0,9388999939","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",rewel lupa masuk nomor email bumn rampok kemarin duit bikin pusing ngent,negatif,playstore,"Pengiriman lambat, susah tracking resi",rewel lupa masuk nomor email bumn rampok kemarin duit bikin pusing ngent
2327,0,"0,730700016","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",buruk indonesia,negatif,playstore,Pelayanan sangat buruk,buruk
2328,2,"0,6632999778","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",rugi,negatif,playstore,Pelayanan lambat dan buruk,rugi
2329,0,"0,9118999839","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",applikasi burukk tuju sistem uang masuk nunggu kali,negatif,playstore,Pelayanan sangat buruk,applikasi burukk tuju sistem uang masuk nunggu
2330,0,"0,7929999828","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",jalan retur mandek kantor dana cair hitung admin tanggap pegawai kudu jotos,negatif,playstore,Pelayanan sangat buruk,jalan retur mandek kantor dana cair hitung admin tanggap pegawai kudu jotos
2331,0,"0,7505000234","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",kali kasih alamat terima nerima ngehubungi call center selesai omong matiin banget tolong kerja konsekuensi kali jasa,negatif,playstore,Pelayanan sangat buruk,kasih alamat terima nerima ngehubungi call center selesai omong matiin tolong kerja konsekuensi jasa
2332,0,"0,9117000103","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",bumn layan payah minggu posisi stop layan indonesia,negatif,playstore,Pelayanan sangat buruk,bumn layan payah minggu posisi stop layan
2333,2,"0,8338000178","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",kecewa banget layan tanggal tanjung pinang,negatif,playstore,Pelayanan lambat dan buruk,kecewa layan tanggal tanjung pinang
2334,2,"0,6657000184","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",estimasi sengaja bayar layan malahh layan ribu jarak alamat tuju makan segitu,negatif,playstore,Pelayanan lambat dan buruk,estimasi sengaja bayar layan malahh layan ribu jarak alamat tuju makan segitu
2335,2,"0,9650999904","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",buset tngl januari tangal febuari ngawi jakarta minggu gagal status hujan badai cuaca cerah perintah beres profesional,negatif,playstore,Pelayanan lambat dan buruk,buset tngl januari tangal febuari ngawi jakarta minggu gagal status hujan badai cuaca cerah perintah beres profesional
2336,2,"0,7960000038","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",kerja tidur,negatif,playstore,Pelayanan lambat dan buruk,kerja tidur
2337,1,"0,5120999813","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",layan terima resi info terima terima dokumen banget astaga,negatif,playstore,"Pengiriman lambat, susah tracking resi",layan terima resi info terima terima dokumen astaga
